title,company_name_reworked,website,phone,city,category,abstract,ai_first_sentence
Borbély Michal - Murár - Obkladač,Borbély Michal,,+421 35/659 13 70,Komjatice,,,
Murárske práce,Murárske práce,http://www.murarskeprace.net/,+421 944 492 497,Petržalka,Maliar,,
Rišiaň Maroš,Rišiaň Maroš,https://www.marosrisian.sk/,+421 53/449 33 47,Mlynky,Murár,,
"Eugen Jenei murár, obkladač",EUGEN,https://www.zlateruky.sk/remeselnik/17712-eugen-jenei,+421 907 299 592,Dunajský Klátov,Dodávateľ obloženia,,
Murar.online,Murar.online,http://www.murar.online/,+421 908 750 849,Drahovce,Murárske práce,,
Michal Velšmíd - murárske práce,Michal Velšmíd,,+421 910 254 155,Hlohovec,Murár,,
Vizn studio,VIZN,http://vizn.sk/,+421 907 157 376,Štúrovo,Architektonická kancelária,,
"Architektonická kancelária Csanda-Piterka, s.r.o.",Architektonická kancelária Csanda-Piterka,http://www.csanda-piterka.sk/,+421 37/650 32 17,Nitra,Architekt,,
Architekti Bratislava,Architekti Bratislava,http://www.alla.sk/,+421 907 693 679,Bratislava,Architektonická kancelária,,
PLAAN ARCHITEKTI,PLAAN,http://www.plaan.sk/,+421 905 925 756,Bratislava,Architektonická kancelária,,
Architekti.sk,Architekti,https://www.architekti.sk/,+421 908 709 043,Petržalka,Architektonická kancelária,,
"NIVEAU architekti, s.r.o.",NIVEAU architekti,https://www.niveau.sk/kontakt,+421 918 389 554,Bratislava,Architektonická kancelária,,
XOXO architekti,XOXO,https://xoxoarchitekti.sk/,+421 948 909 048,Bratislava,Architektonická kancelária,,
SUCHÁNEK architektonická kancelária s.r.o.,SUCHÁNEK architektonická kancelária,http://www.psarch.sk/,+421 2/654 252 12,Karlova Ves,Architekt,,
Architektonická Kancelária Pleidel Architekti S.r.o.,Architektonická Kancelária Pleidel Architekti,http://www.pleidel-architekti.sk/?page=kontakty,+421 31/770 49 13,Šaľa,Architekt,,
ARCHILAB architekti,ARCHILAB architekti,http://www.archilab.sk/,+421 907 843 986,Petržalka,Architekt,,
ZEIT Architects,ZEIT,http://zeitarchitects.sk/,,Bratislava,Architektonická kancelária,,
Apex A s.r.o.,APEX,http://www.apex-arch.sk/,+421 2/555 717 28,Ružinov,Architekt,,
NOIZ architekti,NOIZ,http://www.noiz.sk/,+421 903 309 684,Bratislava,Architektonická kancelária,,
Hrubá stavba,HRUBÁ,,+421 915 756 958,Nitra,Stavebná firma,,
"HRUBÁ STAVBA, s. r. o.",HRUBÁ,,+421 940 494 944,Trenčín,Dodávateľ,,
Fachman & Tesár s.r.o.,Fachman & Tesár,http://www.fachman-tesar.sk/,+421 948 244 868,Ladomerská Vieska,Dodávateľ stavebných materiálov,,
Tesáre,Tesáre,,,Tesáre,,,
MAJSTER TESAR s.r.o.,MAJSTER TESAR,http://www.majstertesar.sk/,+421 910 160 151,"Zlatovce, Trenčín",Obchod,,
Tesárstvo Ružička - Ružička Construct s.r.o.,Tesárstvo Ružička,https://tesarstvoruzicka.com/,+421 911 499 815,Devínska Nová Ves,Stavebná firma,,
H & L TESÁRSTVO s.r.o.,H,http://www.h-ltesarstvo.sk/,,Humenné,Stavebniny,,
Presmon – Stolárstvo a Tesárstvo Piešťany,Presmon,https://www.presmon.sk/,+421 907 689 587,Piešťany,Stolárstvo,,
H&L TESÁRSTVO s.r.o.,H&L,http://www.h-ltesarstvo.sk/o-nas/,+421 915 240 603,Michalovce,Obchod,,
Ján Valigurský Tesárstvo,JÁN,,+421 904 151 755,Očová,Pracovník s drevom,,
"JM carpentry s.r.o. - Tesárstvo JM, montované domy, strechy a drvostavby. Fúkané izolácie",JM,https://www.tesarstvojm.sk/,+421 908 658 910,Beloveža,Stavebná firma,,
FEKKO-Stav s.r.o.,FEKKO-Stav,,+421 908 157 848,Modrany,Stavebná firma,,
Pohori,Pohori,https://pohori.online/,,Kamenný Most,Stavebná firma,,
Stavebniny Svajda,Stavebniny Svajda,,,Štúrovo,Stavebná firma,,
STEINER MODULAR,STEINER MODULAR,http://kontajnery.com/,+421 2/222 001 85,Štúrovo,Stavebná firma,,
R trans-speed s.r.o.,R,,+421 918 633 908,Nána,Stavebná firma,,
Ecostav s.r.o.,Ecostav,,+421 907 743 678,Štúrovo,Staviteľ montovaných domov,,
Ing.Richard Torňoši R-T-STROP s.r.o.,Ing.Richard Torňoši R-T-STROP,,+421 905 233 685,Štúrovo,Stavebná firma,,
Meidlik Kristián - Zemné Práce,Meidlik Kristián,,+421 907 265 597,Nána,Stavebná firma,,
WOOD-BAU sro.,WOOD-BAU sro.,,+421 907 402 035,Nána,Stavby rodinných domov,,
Stavebná firma Gyuris,Stavebná firma Gyuris,,+421 905 824 853,Štúrovo,Obchod,,
PRES-TEL s.r.o. (prestel.sk),PRES-TEL (prestel),http://www.prestel.sk/,+421 905 607 083,Štúrovo,Stavebná firma,,
Virág Gabriel,VIRÁG,https://m.facebook.com/vigastav.sk/,+421 950 715 416,Štúrovo,Stavebná firma,,
Jozef Kovács,JOZEF,,+421 948 488 112,Šarkan,Stavby rodinných domov,,
Ladislav Szücs,Ladislav Szücs,,+421 35/779 76 18,Bátorove Kosihy,Spoločnosť pre zemné a výkopové práce,,
Sunwood S.r.o.,Sunwood,https://www.sunwoodzimnezahrady.sk/,+421 918 299 999,"Priemyselný obvod pri Dunaji, Štúrovo",Stavby rodinných domov,,
ATVIS s.r.o. Tieniaca technika,ATVIS,https://www.atvis.sk/,+421 918 473 177,Modrany,Stavebná firma,,
Ferrobeton Slovakia s.r.o.,Ferrobeton Slovakia,,+421 918 392 075,Štúrovo-Železničný rad,Dodávateľ hotového betónu,,
GYURIS s. r. o.,GYURIS,http://gyuris.sk/,+421 905 824 853,Štúrovo,Stavebná firma,,
Balogh Oto BAL - MIX,Balogh Oto BAL,,+421 905 968 300,Strekov,Stavebná firma,,
Pokryváč,Pokryváč,,,Pokryváč,,,
"RAJO – stavebná firma, s.r.o.",RAJO,http://www.rajostav.sk/kontakt,+421 908 150 747,Hurbanovo,Obchod,,
DUAL-STAV,DUAL-STAV,,+421 917 639 812,Hurbanovo,Stavebná firma,,
P.K.M. Wood s.r.o.,P.K.M. Wood,,+421 948 740 019,Iža,Stavebná firma,,
MJ-MIKOVICS s.r.o.,MJ-MIKOVICS,,+421 907 049 860,časť Nová Bohatá,Stavebná firma,,
Tesárske a pokrývacie práce Molnár,Tesárske a pokrývacie práce Molnár,http://www.nova-strecha.sk/,+421 905 370 798,Dvory nad Žitavou,Služby,,
Tesprra s.r.o.,Tesprra,http://www.tesprra.sk/,+421 902 449 889,Považská Bystrica,Stavebná firma,,
Tes-stav,Tes-stav,http://tes-stav.sk/,+421 908 763 078,Tešedíkovo,Firemná kancelária,,
AB Stav - Tesárské Práce,AB,,+421 905 897 027,Šurany,Dodávateľ,,
TESAR - DACH s.r.o.,TESAR,,+421 915 779 877,Humenné,Stavebná firma,,
Obid,Obid,,,Obid,,,
"Mikky-mont s.r.o - klampiarske, pokryvačske a tesárske práce",Mikky-mont,,+421 904 953 377,Dlhé Pole,Stavebná firma,,
"MAJA - KLAMPIARSTVO, s.r.o.",MAJA,http://www.majaklampiarstvo.sk/,+421 907 502 764,Nové Zámky,Konštrukcia striech,,
"I.M. TEAM s.r.o. Tesárske práce, pokrývačské práce",I.M.,,+421 905 395 854,Opoj,Výrobca nábytku,,
Jozef Mikušinec - Tesárske a pokrývačské práce,JOZEF,,+421 904 249 294,Trenčianske Stankovce,Stavebné služby,,
Ing. Attila Kálazi – väzníkové strechy,ING.,https://www.strechy-tesari.sk/,+421 918 909 041,Tvrdošovce,Konštrukcia striech,,
"MESTKROV, s. r. o. - strechy, pokrývačske práce, tesárske práce",MESTKROV,http://www.mestkrov.sk/,+421 905 709 709,Horná Poruba,Konštrukcia striech,,
BigMat STAVMAT RENDES,BigMat STAVMAT RENDES,https://www.bigmat.sk/rendes/,+421 903 247 736,Dulovce,Stavebná firma,,
Takács Marián,Takács Marián,,+421 948 899 410,Hurbanovo,Stavebná firma,,
T & C Logistic s. r. o. - nízkoenergetické domy,T,http://domprevsetkych.sk/,+421 905 446 188,Hurbanovo,Stavby rodinných domov,,
WPCstore,WPCstore,http://wpc-store.sk/,+421 910 159 949,Štúrovo,Obchod s potrebami na stavbu plotov,,
StavTex,StavTex,https://www.facebook.com/share/18TqUU9HQ1/?mibextid=LQQJ4d,+421 915 230 877,,Stavebná firma,,
hr-bau s.r.o.,hr-bau,https://www.hr-bau.net/,+421 944 593 968,,Stavebná firma,,
Domibau,Domibau,,+421 907 737 057,,Spoločnosť pre zemné a výkopové práce,,
Stoppool,Stoppool,http://www.stoppool.sk/,+421 949 530 011,,Stavebná firma,,
T&T&T,T&T&T,,+421 908 703 984,Leľa,Konštrukcia striech,,
"Dunag, s.r.o.",Dunag,,+421 36/752 45 17,Štúrovo,Konštrukcia striech,,
"Strechy, Altánky - Štefan Bútora","Strechy, Altánky",,+421 908 727 303,Veľké Ludince,Konštrukcia striech,,
NIKIN s.r.o.,NIKIN,http://www.nikin.sk/,+421 907 636 484,Bajč,Konštrukcia striech,,
Sebők Strechy s.r.o.,SEBŐK,,+421 950 570 043,Chotín,Konštrukcia striech,,
Miroslav Mikulec,Miroslav Mikulec,,+421 908 747 653,Nesvady,Konštrukcia striech,,
Jozef Haláši - Maksvel,JOZEF,,+421 36/773 91 81,Nýrovce,Konštrukcia striech,,
"Strechy Bartko - Stavba strechy na kľúč | Montáž krovu | Oprava, výmena a rekonštrukcia strechy | Klampiarske práce",Strechy Bartko,https://www.strechybartko.sk/,+421 911 241 092,Trenčín,Konštrukcia striech,,
Attila Rózsás - Ró - Klamp,Attila Rózsás,,+421 905 456 740,Hurbanovo,Konštrukcia striech,,
Milan Drapák,MILAN,,+421 905 560 198,Dolný Ohaj,Konštrukcia striech,,
Belatti s.r.o.,Belatti,http://www.belatti.sk/,+421 903 263 248,Komárno,Konštrukcia striech,,
SUPER STRECHY s.r.o.,SUPER,http://www.superstrechy.sk/,+421 907 951 840,Nitra,Konštrukcia striech,,
"RENOVIA STRECHY, s. r. o.",RENOVIA,https://www.renoviastrechy.sk/,+421 947 915 243,Bratislava II,Konštrukcia striech,,
Gaidoš realizácia striech s. r. o.,Gaidoš realizácia striech,https://gaidos.sk/,+421 949 478 680,Nové Mesto nad Váhom,Konštrukcia striech,,
Klampiarske práce,Klampiarske práce,http://klampiarske-prace.eu/kontakty/,+421 911 251 335,Petržalka,Konštrukcia striech,,
Fermont - Sunega,Fermont,,+421 35/658 93 64,Veľké Lovce,Konštrukcia striech,,
Juraj Brezovan - betónové striešky,JURAJ,http://www.betonovestriesky.com/,+421 911 634 204,"Janíkovce, Nitra",Betonáreň,,
LASBETON ®️,LASBETON ®️,https://lasbeton.sk/,+421 904 198 777,Senec,Výrobca,,
VIBROBETON,VIBROBETON,https://www.ploty-striesky-zilina.sk/kontakt,+421 917 972 621,Žilina,Stavebniny,,
Prístrešky striešky z Lexanu brány ploty Levice,Prístrešky striešky z Lexanu brány ploty Levice,http://www.rzdesign.sk/kontakt.htm,+421 908 856 649,Starý Tekov,,,
Štefan Horváth - Murárske práce,Štefan Horváth,,+421 902 211 669,Gbelce,Dodávateľ,,
Arpád Vida,ARPÁD,,+421 918 573 189,Marcelová,Murárske práce,,
Murárske práce Prievidza,Murárske práce Prievidza,,+421 918 683 559,Prievidza,Dodávateľ,,
Murárske práce,Murárske práce,,+421 910 676 472,Dubové,Dodávateľ,,
Murárske práce,Murárske práce,http://www.murarskeprace.com/kontakt,+421 908 715 804,"Chrenová, Nitra",Dodávateľ,,
Strešné Centrum Horša,Strešné Centrum Horša,http://www.strechyhorsa.sk/,+421 917 664 486,"Levice, časť Horša",Stavebná firma,,
ASTRECH s.r.o. | Strešné centrum Naša strecha | Strešná krytina - široký výber | Montáž striech,ASTRECH,https://www.nasastrecha.sk/,+421 902 051 929,"Kráľová, Modra",Obchod so strešnými potrebami,,
Strešné krytiny BEJZ s.r.o.,Strešné krytiny BEJZ,http://www.strechybejz.sk/,+421 949 636 264,Moravský Svätý Ján,Obchod so strešnými potrebami,,
Marián Brezánsky,Marián Brezánsky,http://www.stresnesystemy.sk/,+421 905 293 427,Hul,Dodávateľ,,
BMI Bramac | škridla a strešné krytiny,BMI,http://www.bramac.sk/,+421 37/692 00 00,Ivanka pri Nitre,Dodávateľ stavebných materiálov,,
VESTO | Väzníkové krovy a strešné krytiny Bardejov,VESTO,http://www.vesto.sk/,+421 904 536 141,Hertník,Výrobca,,
Strešné Krytiny,Strešné Krytiny,,+421 36/631 63 93,Levice,Stavebniny,,
Ing. Miloš Juhás - Ľahké strešné krytiny,ING.,https://www.stresnekrytiny.sk/,+421 905 598 924,Jarok,Stavebniny,,
"JC, s.r.o. - plechové strešné krytiny",JC,https://www.stresneplechy.sk/,+421 915 273 158,Vranov nad Topľou,Obchod so strešnými potrebami,,
"Blachotrapez, s.r.o.",Blachotrapez,https://www.blachotrapez.sk/,+421 911 950 263,Ivanka pri Nitre,Obchod so strešnými potrebami,,
Blach Stav s.r.o. 🏠 | Strešné centrum |,BLACH,http://www.blachstav.sk/,+421 948 484 118,Pezinok,Stavebniny,,
Ľahké strešné krytiny ROVA - LINDAB,ĽAHKÉ,https://www.stresnekrytiny.sk/,+421 37/658 48 31,"Horné Krškany, Nitra",Obchod so strešnými potrebami,,
Strechy Mészároš,Strechy Mészároš,https://www.strechy-levice.sk/,+421 918 249 832,"Kalnica, Kalná nad Hronom",Obchod so strešnými potrebami,,
TÉTTO STRECHA spol. s.r.o.,TÉTTO,,+421 905 915 923,Nové Zámky,Stavebniny,,
STRECHY BRATH s.r.o.,STRECHY BRATH,https://www.strechybrath.sk/,+421 940 614 006,"Chrenová, Nitra",Obchod so strešnými potrebami,,
BigMat MEDOP,BigMat MEDOP,http://zastresime.sk/,+421 37/654 12 41,"Dolné Krškany, Nitra",Dodávateľ stavebných materiálov,,
STRECHANET s.r.o.,STRECHANET,https://www.strechanet.sk/?utm_source=google&utm_medium=organic&utm_campaign=gmb-listing,+421 911 300 660,Vígľaš,Stavebniny,,
"Strechy Košice, s.r.o.",Strechy Košice,http://www.strechykosice.sk/,+421 902 177 963,Lorinčík,Konštrukcia striech,,
Oprava Strechy,OPRAVA,https://bruyo.sk/,+421 903 460 595,Bratislava,Firemná kancelária,,
SEDIR s.r.o. - Stavba drevených konštrukcií,SEDIR,https://sedir.sk/,+421 948 743 653,"Pri Bani, Nové Zámky",Konštrukcia striech,,
Oprava plochej strechy - HINDICKÝ HYDROIZOLÁCIE s.r.o.,Oprava plochej strechy,http://www.hindickyhydroizolacie.sk/,+421 918 755 069,Šurany,Stavebné služby,,
Strechy Spiš,Strechy Spiš,https://www.strechy-spis.sk/,+421 902 194 644,Spišská Nová Ves-Tarča,Konštrukcia striech,,
StrechySC s.r.o.,StrechySC,http://www.strechysc.sk/,+421 908 186 129,Senec,Stavebná firma,,
Renovacia striech s.r.o.,Renovacia striech,https://www.renovaciastriech.sk/,+421 944 223 735,Spišská Teplica,Stavebná firma,,
Obnova striech,Obnova striech,http://www.obnovastriech.sk/,+421 911 996 127,Soblahov,Renovátor,,
Strechstav a píla s.r.o.,Strechstav a píla,http://www.strechyrv.sk/,+421 915 876 137,Čučma,Konštrukcia striech,,
Strechy Okoč - ARRI s.r.o.,Strechy Okoč,https://www.strechyokoc.sk/,+421 905 746 124,Okoč,Obchod,,
Takács – izolácia plochých striech,Takács,http://izolacieplochychstriech.sk/kontakt/,+421 948 392 910,"Pri Bani, Nové Zámky",Dodávateľ,,
Krovy na mieru s.r.o.,KROVY,http://www.ga-krovy.sk/,+421 905 280 185,Kajal,Obchod so strešnými potrebami,,
HAGARA – JULINEK,HAGARA,https://h-j.sk/kontakt/,+421 948 788 384,Nové Zámky,Stavebniny,,
KONTRAKTING KROV HROU s.r.o.,KONTRAKTING KROV HROU,https://kontrakting.sk/,+421 907 725 522,Žilina,Staviteľ zrubových domov,,
"TECTUM NOVUM, a.s.",TECTUM NOVUM,https://www.tectum.sk/,+421 905 318 034,Zemné,Stavebná firma,,
KON-Truss s.r.o. - WOLF System s.r.o.,KON-Truss,https://www.kon-truss.sk/,+421 911 772 643,Galanta,Stavebná firma,,
BigMat MEDOP - výroba väzníkových konštrukcí,BigMat MEDOP,http://www.vyrobavaznikov.sk/,+421 905 792 957,"Mlynárce, Lužianky",Výrobca,,
"Techwood s.r.o. - Krovy, strechy - výroba",Techwood,https://www.techwood.sk/,+421 948 381 081,"Žilinská Lehota, Žilina",Výrobca nosníkov,,
"KONTRAKTING KROV HROU, s.r.o.",KONTRAKTING KROV HROU,,,Liptovský Mikuláš,,,
KROVY s.r.o.,KROVY,http://www.krovy.sk/,+421 905 417 868,Lukavica,Konštrukcia striech,,
abývame s.r.o.,abývame,,+421 948 857 794,,Stavby rodinných domov,,
Krovy Velebný,KROVY,http://www.krovyvelebny.sk/,+421 905 529 737,Kuchyňa,Píla,,
"Väznikové krovy, väznikové strechy Prešov","Väznikové krovy, väznikové strechy Prešov",,+421 918 051 630,Prešov,Stavebná firma,,
Trusstek s. r.o.,Trusstek s. r.o.,http://trusstek.sk/,+421 911 216 118,Rimavská Sobota,Konštrukcia striech,,
"TopWood, s.r.o. - výroba krovov a stavebného reziva",TopWood,https://www.topwood.sk/,+421 905 391 105,Pata,Spracovateľ stavebného dreva,,
KROV-STAV Pila Varin,KROV-STAV Pila Varin,,+421 905 695 521,"Koňhora, Varín",Píla,,
KASPER SK s.r.o.,KASPER SK,http://vaznikykasper.sk/,+421 948 258 382,Senec,Výrobca nosníkov,,
PorTec,PorTec,https://portec.sk/,+421 905 722 430,Veličná,Výrobca,,
"Roofing, s.r.o. Klampiarske práce",Roofing Klampiarske práce,http://www.roofing.sk/,+421 948 522 141,Veličná,Remeslá,,
"Roofing, s.r.o. strešné centrum",Roofing strešné centrum,http://www.vsetkoprestrechu.sk/,+421 948 522 141,Veličná,Stavebniny,,
"SKP Plus, Potošňák Štefan",SKP,http://klampiar.eu/,+421 55/678 36 39,Košice,Dodávateľ plechov,,
HAKLNER klampiarstvo,HAKLNER klampiarstvo,http://www.haklner.sk/,+421 908 857 707,Kráľová nad Váhom,Stavebná firma,,
Izol L&M,IZOL,https://izollm.sk/,+421 949 373 175,Koš,Dodávateľ plechov,,
Imrex Holding s.r.o.,IMREX,http://www.imrex.sk/,+421 903 801 690,"Priemyselný obvod, Prievidza",Stavebná firma,,
Strechy Orava s.r.o,Strechy Orava,https://www.facebook.com/profile.php?id=100065239322185,+421 908 223 867,Rabča,Konštrukcia striech,,
Zoltán Molnár - IZOLI s.r.o.,Zoltán Molnár,http://www.izoli.sk/,+421 31/771 51 82,"Veča, Šaľa",Dodávateľ izolácie,,
Jozef Poništ – STREŠNÉ CENTRUM,JOZEF,https://www.ponist.sk/,+421 904 886 934,Veľké Dvorany,Stavebná firma,,
SPOKOSTAV s.r.o. STAVBY PRE VAŠU SPOKOJNOSŤ,SPOKOSTAV STAVBY PRE VAŠU SPOKOJNOSŤ,https://spokostav.eu/sk,+421 917 949 100,Novoť,Stavebná firma,,
Drahomír Majerhofer,Drahomír Majerhofer,http://www.izolacia-strechy.sk/,+421 905 109 802,Livinské Opatovce,Dodávateľ izolácie,,
Ján Lušnák,JÁN,https://strechyjanko.sk/,+421 902 235 526,Kotešová,Konštrukcia striech,,
František Bajnovič ml. - strechárske a klampiarske práce,František Bajnovič ml.,,+421 911 807 811,Horný Pial,Dodávateľ,,
Klampiarstvo,Klampiarstvo,https://klampiarstvo.info/,+421 908 768 645,Petržalka,Konštrukcia striech,,
Firma Lenčéš - Klampiarstvo - Predajňa,FIRMA,,+421 903 462 947,"Pri Bani, Nové Zámky",Kominárske služby,,
Ján Klimo - klampiarske a pokrývačské práce striech,JÁN,,+421 915 746 313,Liptovský Mikuláš,Obchod,,
KOM - TRADE SK spol. s r.o.,KOM,http://www.komtrade.sk/,+421 918 738 263,Komárno-Malá Iža,Obchod so strešnými potrebami,,
Klampiarske centrum PALLO s. r. o.,Klampiarske centrum PALLO,https://klampiarskecentrum.sk/,+421 948 996 211,Prešov,Stavebná firma,,
Miroslav Gál MG práce,Miroslav Gál MG práce,http://www.mgprace.sk/,+421 944 949 913,,Stavby rodinných domov,,
"KLAMPPLAST BJ, s.r.o.",KLAMPPLAST BJ,http://www.klamp-plast.sk/,+421 911 925 657,Bardejov,Konštrukcia striech,,
P&P Klampiarstvo - Ján Pokorný,P&P,http://www.klampiar.com/,+421 903 239 580,Ivanka pri Dunaji,Konštrukcia striech,,
BG-Graspointner,BG-Graspointner,http://www.bg-graspointner.com/,+421 34/797 96 22,Kuchyňa,Výrobca,,
Ľuboš Zajiček,ĽUBOŠ,,+421 903 261 455,Bánov,,,
Prelivové žľaby,Prelivové žľaby,,+421 903 475 328,Pezinok,Stavebniny,,
L&L izolklamp s.r.o.,L&L,https://finstat.sk/50765922,+421 907 508 342,Rybník,Obchod s potrebami pre inštalatérov,,
Princz Strechy,PRINCZ,,+421 915 419 294,Šávoľ,Stavebná firma,,
STRECHY-POS,STRECHY-POS,http://www.strechy-pos.sk/,+421 944 096 671,Hlohovec,Konštrukcia striech,,
Roman Halaj - Strechy HALBEN,ROMAN,http://www.strechyhalben.sk/,+421 37/631 84 02,Žirany,Konštrukcia striech,,
STRECHY DARFÁŠ s.r.o.,STRECHY DARFÁŠ,https://strechydarfas.sk/,+421 917 669 074,Dolné Otrokovce,Konštrukcia striech,,
STRECHY GIĽÁK s.r.o,STRECHY GIĽÁK,http://www.strechygilak.sk/,+421 905 725 830,"Mier, Spišská Nová Ves",Stavebná firma,,
Rydzi - Stavebné Klampiarstvo,Rydzi,,+421 33/742 57 75,Hlohovec,,,
"Klampiarstvo, S.r.o.",Klampiarstvo,,+421 903 219 438,Nové Zámky,Obchod,,
Klampiarstvo - Richard Gál,Klampiarstvo,,+421 903 302 999,Veľké Úľany,Stavebné služby,,
Klampiarstvo - plechové strechy,Klampiarstvo,,+421 915 166 880,Trnava,Stavebná firma,,
MK Klampiarstvo,MK,http://strechy-krytiny.sk/,+421 908 700 185,Vysoká pri Morave,Stavebné služby,,
Stavebné klampiarstvo - Telúch Marian,Stavebné klampiarstvo,,+421 908 921 095,Veľký Krtíš,,,
Klampiar-Strechfinal klampiarstvo,Klampiar-Strechfinal klampiarstvo,http://www.klampiarstvo.sk/,+421 948 600 882,Podunajské Biskupice-Lieskovec,Dodávateľ plechov,,
Bariny Stanislav,Bariny Stanislav,http://stanislavbariny.sk/,+421 905 681 988,Šenkvice,Stavebná firma,,
Klampiarstvo Žilina | Klampiarske služby Žilinský kraj – Klampiarstvokmetik,Klampiarstvo Žilina,https://klampiarstvokmetik.sk/,+421 908 962 407,Lietava,Stavebné služby,,
Klampiarstvo Nitra - BOST SLOVAKIA,Klampiarstvo Nitra,http://www.klampiarstvobost.sk/,+421 907 984 107,Lužianky,Zámočníctvo,,
PÚČIK strechy - altánky - klampiarstvo,PÚČIK,http://www.strechypucik.sk/,+421 905 984 421,Brestovany,Stavebná firma,,
Marek Molnár,MAREK,http://www.klampiar-pokryvac.sk/,+421 948 508 133,Stupava,Stavebná firma,,
Hydroizolácie NAĎ,Hydroizolácie NAĎ,,+421 918 697 688,"Veľká Maňa, Maňa",,,
IZOLUJ.TO - Hydroizolačné materiály,IZOLUJ.TO,http://www.izoluj.to/,+421 2/222 051 63,Valaská Belá,Dodávateľ izolácie,,
STRECHAFER s.r.o. - Hydroizolácie plochých striech,STRECHAFER,https://www.strechafer.sk/,+421 948 606 860,Chynorany,Stavebná firma,,
Izolácia ŠN - ploché strechy,Izolácia ŠN,http://izolaciasn.sk/,+421 904 092 403,Dunajská Streda,Obchod s izolačnými materiálmi,,
"Sanizol, s.r.o.",Sanizol,http://www.sanizol.sk/,+421 911 555 755,Bojnice,Stavebná firma,,
HydroizolG.K. s.r.o,HydroizolG.K.,https://www.hydroizolgk.sk/,+421 904 442 514,"Pri Bani, Nové Zámky",Stavebné služby,,
Striekaná Purpena Levice,Striekaná Purpena Levice,http://www.teplapurpena.sk/,+421 904 556 023,Levice,Stavebná firma,,
Striekana izolácia. Hydroizolácia Nitra VIKI,Striekana izolácia. Hydroizolácia Nitra VIKI,http://www.viki.eu.sk/,+421 903 728 995,Nitra,Stavebniny,,
PUR-protect s.r.o. Hydroizolácia Izolácia Tepelná Izolácia Ploché Rovné Strechy Oprava Renovácia Sanácia Čistenie Striech,PUR-protect Hydroizolácia Izolácia Tepelná Izolácia Ploché Rovné Strechy Oprava Renovácia Sanácia Čistenie Striech,https://www.pur-protect.sk/%20%20%20https://www.pur-protect.de/,+421 948 226 007,"Opatovce, Žitavany",Hydroizolačná firma,,
Marián Stanický,Marián Stanický,https://hydroizolacie-ms.sk/,+421 903 212 695,"Šaštín, Šaštín-Stráže",Hydroizolačná firma,,
"Hydroizol, S.r.o.",Hydroizol,https://www.hydroizol.com/,+421 44/562 02 92,Liptovský Mikuláš,Dodávateľ izolácie,,
Hydroizol,Hydroizol,http://www.hydroizol.sk/,+421 917 476 279,Žilina,Stavebniny,,
Tipstav s.r.o.,Tipstav,https://www.tipstav.sk/,+421 905 315 127,"Priemyselný obvod, Prievidza",Konštrukcia striech,,
Striekame - R. K. P. Falcon s. r. o.,Striekame,https://www.striekame.sk/,+421 907 960 450,Kajal,Hydroizolačná firma,,
FLEXISTAV s.r.o.,FLEXISTAV,https://www.flexistav.eu/,+421 944 291 771,Topoľčany,Stavebná firma,,
IZOMSK s.r.o. – odborník na hydroizolácie a ploché strechy,IZOMSK,http://www.izomsk.sk/,+421 948 760 620,Bratislava,Dodávateľ izolácie,,
Andrej Kekiš - AK HYDRO IZOL,Andrej Kekiš,https://www.akhydroizol.sk/,+421 908 124 331,,Odstraňovanie následkov škôd spôsobených vodou,,
TOPSTAV É&A s.r.o.,TOPSTAV É&A,http://www.topstavea.eu/,+421 908 816 371,Modrany,,,
IZOKLAMP s.r.o.,IZOKLAMP,http://www.izoklamp.sk/,+421 903 559 348,"Dolná kapsa, Nové Zámky",Dodávateľ stavebných potrieb,,
Klampiar,Klampiar,,,Zlaté Moravce,,,
"Blachotrapez, s.r.o.",Blachotrapez,http://www.blachotrapez.sk/,+421 911 950 324,"Homok, Šahy",Obchod so strešnými potrebami,,
Hydroizolácie plochých striech - EZP INVEST s.r.o.,Hydroizolácie plochých striech,http://www.ezpinvest.sk/,+421 905 871 078,Šurany,Hydroizolačná firma,,
IZOL-tech s. r. o.,IZOL-tech,http://www.izol-tech.sk/,+421 908 492 562,Bobrovec,Konštrukcia striech,,
NOVOIZOL - Oprava hydroizolácie plochej strechy,NOVOIZOL,https://www.strechysk.sk/,+421 905 553 004,Liptovský Hrádok,Stavebná firma,,
Hydroizolácie Plochých Striech Banská štiavnica,Hydroizolácie Plochých Striech Banská štiavnica,https://hydroizolacie-plochych-striech-banska-bela9.webnode.sk/,+421 907 575 363,Banská Belá,Hydroizolačná firma,,
ProfIZOL | Realizácia plochých striech a zemnej izolácie | Iskrová a dymová skúška,ProfIZOL,http://www.profizol.sk/,+421 903 255 300,Považská Bystrica,Stavebná firma,,
Euroroof s.r.o,Euroroof,http://euroroof.sk/,+421 917 022 516,Pata,Hydroizolačná firma,,
IZOL s.r.o.,IZOL,https://izolsro.sk/,+421 902 484 051,"Nitra-Párovské Háje 94901, Nitra",Hydroizolačná firma,,
Ján Švihorík,JÁN,https://hydro-izolacia.sk/,+421 905 451 753,Pata,Stavebná firma,,
PLOCHÉ STRECHY - realizácia a opravy - Celé západné slovesko - Musil Mário,PLOCHÉ,https://www.ploche-strechy-piestany.sk/,+421 915 461 856,Krakovany,Dodávateľ izolácie,,
