"title","totalScore","reviewsCount","street","city","state","countryCode","website","phone","categories/0","categories/1","categories/2","categories/3","categories/4","categories/5","categories/6","categories/7","categories/8","categories/9","url","categoryName"
"BAGRELIPTOV.SK- BAGER,NAKLADAC,RYPADLO,PRISLUSENSTVO,FINANCOVANIE","5","9","Gôtovany 206","Gôtovany",,"SK","http://www.bagreliptov.sk/","+421 918 742 738","Technik",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=BAGRELIPTOV.SK-%20BAGER%2CNAKLADAC%2CRYPADLO%2CPRISLUSENSTVO%2CFINANCOVANIE&query_place_id=ChIJsz4C6h6ZFUcRcXv37BtlGl8","Technik"
"BagreSpiš s.r.o.","4.8","24","Doručovacia adresa: Markušovská cesta 1, 052 01 Spišská Nová Ves Sídlo:, Hutnícka 3418/3","Spišská Nová Ves",,"SK","http://www.bagrespis.sk/","+421 905 839 647","Prenájom stavebných zariadení","Predajca stavebných strojov","Spoločnosť pre zemné a výkopové práce","Výkopové práce","Dodávateľ plotov","Prenájom strojov a zariadení",,,,,"https://www.google.com/maps/search/?api=1&query=BagreSpi%C5%A1%20s.r.o.&query_place_id=ChIJ0Q11pNhOPkcRi0NwiHZo5-Y","Prenájom stavebných zariadení"
"Bager s.r.o.","3.5","6","Cintorínska 644","Gabčíkovo",,"SK","http://www.bagersro.sk/","+421 907 052 420","Výkopové práce",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Bager%20s.r.o.&query_place_id=ChIJNQnDPJaba0cRRXo-79xIvg8","Výkopové práce"
"MIRTO s.r.o. - Požičovňa stavebných strojov: Minibager, minidumper, vibračné dosky","4.9","35","Kysucký Lieskovec 553, Kysucký Lieskovec","Kysucký Lieskovec",,"SK","https://mirto.sk/","+421 902 237 744","Požičovňa náradia",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=MIRTO%20s.r.o.%20-%20Po%C5%BEi%C4%8Dov%C5%88a%20stavebn%C3%BDch%20strojov%3A%20Minibager%2C%20minidumper%2C%20vibra%C4%8Dn%C3%A9%20dosky&query_place_id=ChIJi6vIyldDFEcRfemgtN5xfpk","Požičovňa náradia"
"Terénne úpravy",,,"Tatranská 152","Nové Zámky",,"SK",,,"Poľnohospodárske služby",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Ter%C3%A9nne%20%C3%BApravy&query_place_id=ChIJMX_NRwAHa0cRYafFudUq3tQ","Poľnohospodárske služby"
"BH terénne úpravy",,,"Lipová 1204","Vlčany",,"SK",,"+421 915 765 642","Výkopové práce",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=BH%20ter%C3%A9nne%20%C3%BApravy&query_place_id=ChIJ8y2_HSoNa0cRyfQHclSUzE4","Výkopové práce"
"Kompozit SK s.r.o.","4.9","13","vzadu za AGROTAMI, oproti firme K&J&G, Cabajská 10","Nitra",,"SK","http://www.kompozitsk.sk/","+421 905 267 509","Dodávateľ stavebných potrieb",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Kompozit%20SK%20s.r.o.&query_place_id=ChIJhcH-hk0-a0cRAXrfrhyEeCY","Dodávateľ stavebných potrieb"
"Armovňa Sereď","5","1",,"Vinohrady nad Váhom",,"SK","https://armovnasered.sk/","+421 910 808 745","Stavebné služby",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Armov%C5%88a%20Sere%C4%8F&query_place_id=ChIJJzcxhLNda0cRWv5K-aFv_9g","Stavebné služby"
"Armovňa Trnava","4.3","18","Kočišské","Biely Kostol",,"SK","http://armovnatrnava.com/","+421 948 080 914","Stavebná firma",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Armov%C5%88a%20Trnava&query_place_id=ChIJd71kQYChbEcRigRYeBcs8-Y","Stavebná firma"
"Železiar A Železiarik - Folklórne Súbory",,,"Bukureštská 2554/22","Sídlisko Ťahanovce",,"SK",,"+421 55/789 47 17","Tanečná skupina",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=%C5%BDeleziar%20A%20%C5%BDeleziarik%20-%20Folkl%C3%B3rne%20S%C3%BAbory&query_place_id=ChIJWZ6EgcjgPkcRrnIkp3xrYoU","Tanečná skupina"
"Železiar A Železiarik - Folklórne Súbory","5","1","Starozagorská 10","Sídlisko KVP",,"SK","http://zeleziar.sk/","+421 55/789 47 16","Tanečná skupina",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=%C5%BDeleziar%20A%20%C5%BDeleziarik%20-%20Folkl%C3%B3rne%20S%C3%BAbory&query_place_id=ChIJHwQdakrgPkcRMvpUE1S7dxE","Tanečná skupina"
"železostavebniny","4.7","57","Holubyho 31","Košice",,"SK","http://www.zelezostavebniny.sk/",,"Obchod",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=%C5%BEelezostavebniny&query_place_id=ChIJBwNFeY_fPkcR6YT88qR8H5A","Obchod"
"Ohýbanie betonárskej ocele - ARMOVŇA GALANTA","5","10","Zoltána Kodálya 767","Galanta",,"SK","https://www.ohybanieocele.sk/","+421 908 490 612","Kovodielňa","Dodávatelia kovových produktov","Kovoobrábacia dielňa",,,,,,,,"https://www.google.com/maps/search/?api=1&query=Oh%C3%BDbanie%20beton%C3%A1rskej%20ocele%20-%20ARMOV%C5%87A%20GALANTA&query_place_id=ChIJcYKoXF9va0cRK5a200BmLsg","Kovodielňa"
"MPO - Metal, s.r.o.","4.8","59","Žitná 19","Žilina",,"SK","http://www.mpometal.sk/","+421 901 737 557","Dodávateľ kovov","Železiarstvo","Výrobca oceľových konštrukcií",,,,,,,,"https://www.google.com/maps/search/?api=1&query=MPO%20-%20Metal%2C%20s.r.o.&query_place_id=ChIJV-8K2bheFEcRlId2Xq9hKtk","Dodávateľ kovov"
"Štefan Grečmál - Betonárske armatúry, karisiete, viazanie, ohýbanie",,,"A. S. Puškina 80","Madunice",,"SK",,,"Firemná kancelária",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=%C5%A0tefan%20Gre%C4%8Dm%C3%A1l%20-%20Beton%C3%A1rske%20armat%C3%BAry%2C%20karisiete%2C%20viazanie%2C%20oh%C3%BDbanie&query_place_id=ChIJqb2CnK1Qa0cRWhihtptwoEg","Firemná kancelária"
"ARMAT SLOVAKIA s.r.o.","5","1","Vašinova 63","Zobor, Nitra",,"SK","http://www.armatslovakia.eu/","+421 37/651 11 55","Obchod s potrebami pre inštalatérov","Dovozca / vývozca","Veľkoobchod",,,,,,,,"https://www.google.com/maps/search/?api=1&query=ARMAT%20SLOVAKIA%20s.r.o.&query_place_id=ChIJVX2masg-a0cR15umzFALm8g","Obchod s potrebami pre inštalatérov"
"BETONWERK s.r.o.","5","1","Sládkovičova","Železničný rad, Štúrovo",,"SK","http://betonwerk.sk/","+421 905 741 619","Výrobca",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=BETONWERK%20s.r.o.&query_place_id=ChIJszwMr7NhakcRXPtkqlNfK5o","Výrobca"
"Bánov Betón s.r.o.","4.7","6","Šurianska 38","Bánov",,"SK","http://www.dhap.eu/","+421 908 205 333","Firemná kancelária",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=B%C3%A1nov%20Bet%C3%B3n%20s.r.o.&query_place_id=ChIJwSVVdwMFa0cRx9ufa5BpsVc","Firemná kancelária"
"Betón Tomášov","4.8","18","Hlavná 107","Tomášov",,"SK","http://www.betontomasov.sk/","+421 905 408 258","Betonáreň","Dodávateľ betónu",,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Bet%C3%B3n%20Tom%C3%A1%C5%A1ov&query_place_id=ChIJC1m406aDbEcRQ_ND6GGq63Y","Betonáreň"
"Beton Nitra s.r.o","4.7","39","Novozámocká 678/185","Dolné Krškany, Nitra",,"SK","http://www.betonnitra.sk/","+421 910 905 159","Stavebné služby",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Beton%20Nitra%20s.r.o&query_place_id=ChIJgRfBCrc_a0cRopNfTEOC4Dg","Stavebné služby"
"Betonáž poterov Bratislava - Ren Viz s.r.o.",,,"Jána Stanislava 3080/43","Bratislava",,"SK",,"+421 2/332 273 87","Dodávateľ betónu",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Beton%C3%A1%C5%BE%20poterov%20Bratislava%20-%20Ren%20Viz%20s.r.o.&query_place_id=ChIJE7jm75uLbEcRYKK2n2sL6wM","Dodávateľ betónu"
"LG-bau s.r.o. - Potery, omietky, lešenie","5","4","Trstice 1327, Trstice","Trstice",,"SK","http://www.lg-bau.sk/","+421 915 792 918","Stavebná firma",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=LG-bau%20s.r.o.%20-%20Potery%2C%20omietky%2C%20le%C5%A1enie&query_place_id=ChIJsezoBUt1a0cRIsAlFRXK_fA","Stavebná firma"
"MAX - beton, s. r. o.","4.4","35","Nádražná 2031/34","Ivanka pri Dunaji",,"SK","http://www.maxbeton.sk/","+421 33/647 33 33","Stavebníctvo",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=MAX%20-%20beton%2C%20s.%20r.%20o.&query_place_id=ChIJpUzVn2mFbEcRhP3U5ftiWGU","Stavebníctvo"
"9nine, s. r. o.","5","1","Klasov 13","Klasov",,"SK","http://www.vrtanie.eu/","+421 918 371 809","Stavebné služby",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=9nine%2C%20s.%20r.%20o.&query_place_id=ChIJ-7UDTCQja0cR3uj_AdbZ58E","Stavebné služby"
"ZáchenskýFilip s.r.o.",,,"Horné Semerovce 175, Horné Semerovce","Horné Semerovce",,"SK",,"+421 911 101 316","Stavebná firma",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Z%C3%A1chensk%C3%BDFilip%20s.r.o.&query_place_id=ChIJ_5JRfAC_akcRgUFG9qHjMMo","Stavebná firma"
"IP BUILD s.r.o.","5","11","Nitrianska cesta 6715","Nové Zámky",,"SK","http://ipbuild.sk/kontakt/","+421 911 025 784","Stavebná firma",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=IP%20BUILD%20s.r.o.&query_place_id=ChIJlfHsEVsBa0cRLdfl9qCSjEg","Stavebná firma"
"ELMOUR Betón","4.4","60","A. H. Škultétyho 326/104","Veľký Krtíš",,"SK","http://www.elmour.sk/","+421 905 983 673","Dodávateľ",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=ELMOUR%20Bet%C3%B3n&query_place_id=ChIJRRd61o6oakcRNCpqMJirqb8","Dodávateľ"
"Stavby a Výkopy s.r.o.","5","13","Pažiť 157, Pažiť","Pažiť",,"SK","https://www.facebook.com/profile.php?id=100063168793960","+421 944 665 900","Stavebná firma",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Stavby%20a%20V%C3%BDkopy%20s.r.o.&query_place_id=ChIJByEy1_jPFEcR8PR1kMO1WFA","Stavebná firma"
"TORUS THERM, s. r. o.","5","4","Dolná Breznica 18, Dolná Breznica","Dolná Breznica",,"SK","http://www.dobrybeton.sk/","+421 910 939 996","Stavebná firma",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=TORUS%20THERM%2C%20s.%20r.%20o.&query_place_id=ChIJ5XO9Jm6GFEcR1tyLkPoBUXE","Stavebná firma"
"OJBau","5","2","Ulica pri hostinci","Veľký Cetín",,"SK","https://www.facebook.com/profile.php?id=100083306595930","+421 910 592 941","Stavebná firma",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=OJBau&query_place_id=ChIJU_FnCU0Xa0cRLcmPodVrhHE","Stavebná firma"
"MAX-beton, s.r.o.",,,"Cesta na Klanec 4613","Bratislava",,"SK","http://www.maxbeton.sk/","+421 911 808 128","Dodávateľ betónu","Dodávateľ hotového betónu",,,,,,,,,"https://www.google.com/maps/search/?api=1&query=MAX-beton%2C%20s.r.o.&query_place_id=ChIJwaiYaPSMbEcRHtvZ1xejyeY","Dodávateľ betónu"
"REM-build s.r.o.","5","11","Michalská bašta 9879/18A","Nové Zámky",,"SK","http://rembuild.sk/","+421 944 591 888","Stavebná firma",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=REM-build%20s.r.o.&query_place_id=ChIJvSdbfUQHa0cRqmreZSHYVb8","Stavebná firma"
"VERÓNY OaS s.r.o.","4.8","21","Priemyselná 936/3","Krupina",,"SK","https://www.veronyoas.sk/","+421 45/551 93 51","Stavebná firma",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=VER%C3%93NY%20OaS%20s.r.o.&query_place_id=ChIJn9Wdwhy3akcRGO4UBRnKkcI","Stavebná firma"
"EKODIEL s.r.o.","4.3","48","Horné Ozorovce 235","Bánovce nad Bebravou-Bánovce ned Bebravou",,"SK","https://www.ekodiel.sk/",,"Dodávateľ betónu",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=EKODIEL%20s.r.o.&query_place_id=ChIJeTBaYMW5FEcR8xtLeUw7Vgc","Dodávateľ betónu"
"Bauservis SK spol. s r.o.","5","2","Považská","Pri Bani, Nové Zámky",,"SK",,"+421 905 310 037","Dodávateľ",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Bauservis%20SK%20spol.%20s%20r.o.&query_place_id=ChIJ0ySlewYEa0cRYMqbejTmDJU","Dodávateľ"
"LAST - stav s.r.o.","5","5","Zlatomoravecká 79/5","Machulince",,"SK","https://last-stav.sk/","+421 915 284 914","Stavebná firma",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=LAST%20-%20stav%20s.r.o.&query_place_id=ChIJS_GtqNwua0cR8uvTJeHSEvg","Stavebná firma"
"LU - MAXX spol. s r.o.","4","4","Jazerná 1","Košice",,"SK","https://www.transportbetonu.sk/","+421 903 120 953","Dodávateľ betónu",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=LU%20-%20MAXX%20spol.%20s%20r.o.&query_place_id=ChIJb7IK0fPfPkcRfT8P8ebilLI","Dodávateľ betónu"
"JuBu-stav s.r.o.","1","1","Trstice 1340/1","Trstice",,"SK",,"+421 918 524 118","Stavebná firma",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=JuBu-stav%20s.r.o.&query_place_id=ChIJ1YjV_1V1a0cRTinECuTNjc0","Stavebná firma"
"SLÁVIK TEAM","2.3","3","Pavla Blahu 7/A","Nové Zámky",,"SK","https://www.slavikteam.sk/","+421 905 225 553","Stavebná firma",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=SL%C3%81VIK%20TEAM&query_place_id=ChIJq1ddRW4Ha0cReSj36zeJI9M","Stavebná firma"
"Firma Füle s.r.o.","5","8","Holice na Ostrove SK, Beketfa 109","Holice-na Ostrove",,"SK","http://www.fule.sk/","+421 905 441 240","Stavebná firma",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Firma%20F%C3%BCle%20s.r.o.&query_place_id=ChIJU0ZUvUeCa0cRzLRns9w52NA","Stavebná firma"
"Čerpanie betónu",,,"Galvaniho","Bratislava",,"SK","http://www.cerpaniebetonu.sk/","+421 908 679 102","Stavebná firma","Dodávateľ betónu",,,,,,,,,"https://www.google.com/maps/search/?api=1&query=%C4%8Cerpanie%20bet%C3%B3nu&query_place_id=ChIJ8d27jFaPbEcRlIRq_hlcl6c","Stavebná firma"
"DUNABETON s.r.o.","4.1","60","kamenická cesta 2","Štúrovo",,"SK","http://www.nanainvest.sk/","+421 36/751 10 26","Firemná kancelária",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=DUNABETON%20s.r.o.&query_place_id=ChIJp4sVUzNgakcR7lAMy4mxypE","Firemná kancelária"
"Čerpanie betónu - Narainy s.r.o.",,,"Trstice 1411, Trstice","Trstice",,"SK","http://www.cerpaniebetonu.eu/","+421 908 682 121","Dodávateľ betónu a betónových zmesí","Dodávateľ betónu","Dodávateľ hotového betónu",,,,,,,,"https://www.google.com/maps/search/?api=1&query=%C4%8Cerpanie%20bet%C3%B3nu%20-%20Narainy%20s.r.o.&query_place_id=ChIJJRsshtB1a0cRlSG_gpjgX0c","Dodávateľ betónu a betónových zmesí"
"Betónové Výrobky Kormoš","5","1","Berek 2, 94360 Nána","Nána",,"SK",,"+421 36/759 72 33","Dodávateľ",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Bet%C3%B3nov%C3%A9%20V%C3%BDrobky%20Kormo%C5%A1&query_place_id=ChIJBUpUfDJgakcRX6Fx_9Txtco","Dodávateľ"
"Čerpanie betónu stabilkou",,,"Čerešňová","Alžbetin Dvor, Miloslavov",,"SK","http://www.cerpaniebetonu.sk/","+421 908 679 102","Dodávateľ betónu a betónových zmesí",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=%C4%8Cerpanie%20bet%C3%B3nu%20stabilkou&query_place_id=ChIJscVGvtKBbEcRlBY5KERKl8k","Dodávateľ betónu a betónových zmesí"
"PROLEŠENIE s.r.o.","5","75","Trstice 854, Trstice","Trstice",,"SK","http://prolesenie.sk/","+421 915 235 695","Stavebná firma",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=PROLE%C5%A0ENIE%20s.r.o.&query_place_id=ChIJtc3QZpSja0cRZDHwFhj6lhU","Stavebná firma"
"EBI - Prenájom lešenia","5","169","Trstice 1295, Trstice","Trstice",,"SK","https://lesenie-ebi.sk/","+421 908 188 445","Stavebné služby",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=EBI%20-%20Pren%C3%A1jom%20le%C5%A1enia&query_place_id=ChIJ6ez1StZ1a0cRh7XK9JEQvwY","Stavebné služby"
"Lešenie SK, s.r.o.","4.9","22","Pestovateľská 2","Bratislava",,"SK","http://www.leseniesk.sk/","+421 919 378 348","Stavebná firma",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Le%C5%A1enie%20SK%2C%20s.r.o.&query_place_id=ChIJOwVdXz2PbEcR0LFjUeQcS9o","Stavebná firma"
"Ján Michna - lešenie JM Prešov","5","33","Československých letcov 1632/24","Ľubotice",,"SK","https://www.leseniejm.sk/","+421 905 890 747","Dodávateľ stavebných materiálov",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=J%C3%A1n%20Michna%20-%20le%C5%A1enie%20JM%20Pre%C5%A1ov&query_place_id=ChIJv6Ga0x7GI20RL_4XFXKb4bA","Dodávateľ stavebných materiálov"
"Lešenie Levice","5","3","Slobody 2","Levice",,"SK","http://lesenie-levice.sk/","+421 908 767 184","Stavebné služby",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Le%C5%A1enie%20Levice&query_place_id=ChIJUdhF4v_cakcRItRqqcNk_yY","Stavebné služby"
"Profilešenie Lučenec - prenájom lešenia Scaffel s.r.o","5","17","Ľuboreč 39, Ľuboreč","Ľuboreč",,"SK","https://www.profilesenie.sk/","+421 944 215 180","Požičovňa lešení","Stavebná firma","Firemná kancelária",,,,,,,,"https://www.google.com/maps/search/?api=1&query=Profile%C5%A1enie%20Lu%C4%8Denec%20-%20pren%C3%A1jom%20le%C5%A1enia%20Scaffel%20s.r.o&query_place_id=ChIJXVuxgkUAQEcRUiIKLHiiP6Q","Požičovňa lešení"
"Lešenie Košice","5","11","Trieda KVP 1","Košice",,"SK","https://www.leseniekosice.sk/","+421 902 589 737","Stavebné služby",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Le%C5%A1enie%20Ko%C5%A1ice&query_place_id=ChIJ1yuFf7DhPkcRWyU8cFz-9a8","Stavebné služby"
"Fasádne Lešenie Košice","5","23","Jasuschova","Košice",,"SK","https://www.fasadne-lesenie.sk/","+421 910 502 350","Požičovňa lešení","Prenájom stavebných zariadení",,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Fas%C3%A1dne%20Le%C5%A1enie%20Ko%C5%A1ice&query_place_id=ChIJDXeN47V-h0ERhOE-v3tSdJI","Požičovňa lešení"
"Svet Lešenia","5","19","Párnica 361, Párnica","Párnica",,"SK","http://www.svetlesenia.sk/","+421 904 687 065","Dodávateľ stavebných potrieb",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Svet%20Le%C5%A1enia&query_place_id=ChIJSaMOFQqtFUcRyEXklK8Kuhk","Dodávateľ stavebných potrieb"
"Lemino s.r.o.","5","17","Na Výslní 3b","Bratislava",,"SK","http://www.lemino.sk/","+421 948 303 906","Požičovňa lešení",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Lemino%20s.r.o.&query_place_id=ChIJldj-qRKJbEcRwcYadu8PL8Q","Požičovňa lešení"
"Lešenie SK, s.r.o.","5","1","Strojárenská 1C","Trnava",,"SK","https://www.leseniesk.sk/","+421 919 378 348","Stavebná firma",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Le%C5%A1enie%20SK%2C%20s.r.o.&query_place_id=ChIJP8sXpNGhbEcRntbAp2YWvUE","Stavebná firma"
"Lešenie Janiga - montáž/demontáž/prenájom","5","2","Karola Františka Palmu 14","Ružomberok",,"SK",,"+421 948 479 938","Požičovňa lešení",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Le%C5%A1enie%20Janiga%20-%20mont%C3%A1%C5%BE%2Fdemont%C3%A1%C5%BE%2Fpren%C3%A1jom&query_place_id=ChIJ_813I0enFUcRRo2aI0kHNWE","Požičovňa lešení"
"Požičovňa lešenia Piešťany, s. r. o.","5","1","Kočín 66","Kočín - Lančár",,"SK","http://www.pozicovna-lesenia-piestany.sk/contact.php","+421 908 655 678","Požičovňa lešení",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Po%C5%BEi%C4%8Dov%C5%88a%20le%C5%A1enia%20Pie%C5%A1%C5%A5any%2C%20s.%20r.%20o.&query_place_id=ChIJyXqLXWFUa0cRO6R38cGfQrk","Požičovňa lešení"
"Lešenie - Košice","3","2","Rampová 1728/3","Staré Mesto",,"SK","http://www.lesenie-kosice.sk/","+421 915 040 604","Prenájom stavebných zariadení",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Le%C5%A1enie%20-%20Ko%C5%A1ice&query_place_id=ChIJmx_sz47gPkcR8riV6jnV3_U","Prenájom stavebných zariadení"
"T.I.S. plus s.r.o.","4.3","3","Čučmianska 1683/3","Rožňava",,"SK","http://tisplus.sk/","+421 949 321 450","Stavebná firma",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=T.I.S.%20plus%20s.r.o.&query_place_id=ChIJZzbCYXivP0cR9OqzVe4R0cA","Stavebná firma"
"STABILEN, s.r.o.","5","1","Pri starom letisku 3/4","Bratislava",,"SK","http://www.stabilen.sk/","+421 911 563 019","Požičovňa zariadení",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=STABILEN%2C%20s.r.o.&query_place_id=ChIJp6qw4_qObEcR7VwNDcqAq0I","Požičovňa zariadení"
"Lešenárskepráce","5","5","Továrenská 3110","Senica",,"SK","http://www.lesenarskeprace.sk/","+421 901 711 736","Požičovňa lešení",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Le%C5%A1en%C3%A1rskepr%C3%A1ce&query_place_id=ChIJs8hJAYq1bEcRtI8cbQnMpJA","Požičovňa lešení"
"SRICH s.r.o., LEŠENIE - PRÁCA V ZAHRANIČÍ","5","1","Karpatské námestie 10/a","Bratislava",,"SK","http://srich.sk/","+421 908 526 264","Stavebná firma",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=SRICH%20s.r.o.%2C%20LE%C5%A0ENIE%20-%20PR%C3%81CA%20V%20ZAHRANI%C4%8C%C3%8D&query_place_id=ChIJ3Re1gcJ1a0cRSE--SgfV3L0","Stavebná firma"
"KOSMO spol. s r.o.","5","7","Galvaniho 4327/14","Bratislava",,"SK","http://www.kosmolesenie.sk/kontakt/","+421 908 378 222","Požičovňa lešení",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=KOSMO%20spol.%20s%20r.o.&query_place_id=ChIJzWXG6hiPbEcRDIWAqcSSeyM","Požičovňa lešení"
"PTS - BETON spol. s r.o.","4.9","36","Kupeľná 506/3","Veľký Meder",,"SK","http://www.pts-beton.sk/","+421 907 897 791","Dodávateľ plotov","Dodávateľ betónu","Stavebné služby",,,,,,,,"https://www.google.com/maps/search/?api=1&query=PTS%20-%20BETON%20spol.%20s%20r.o.&query_place_id=ChIJV8uI7Fiia0cRI5yOcj9lRuw","Dodávateľ plotov"
"Betónové cestné panely - Selunax s.r.o.","4.1","7","Dulov 410, Dulov","Dulov",,"SK","https://www.betonfabrik.sk/","+421 903 810 886","Obchod","Spoločnosť vyrábajúca kovové konštrukcie","Kovovýroba","Dodávatelia kovových produktov","Dodávateľ kovov",,,,,,"https://www.google.com/maps/search/?api=1&query=Bet%C3%B3nov%C3%A9%20cestn%C3%A9%20panely%20-%20Selunax%20s.r.o.&query_place_id=ChIJp7IuqqaaFEcRmEQfWxdRkZs","Obchod"
"Betonáreň INVEST-IN","3.8","4","Jakuba Haška 1245","Horné Krškany, Nitra",,"SK","http://www.invest-in.sk/","+421 905 202 074","Dodávateľ hotového betónu",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Beton%C3%A1re%C5%88%20INVEST-IN&query_place_id=ChIJr_Ic8kw-a0cR9KtAxyxM_QY","Dodávateľ hotového betónu"
"Brikson s.r.o.",,,"Kalnická cesta 6394/21A","Levice",,"SK","https://brikson.sk/","+421 948 056 999","Stavebná firma",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Brikson%20s.r.o.&query_place_id=ChIJVUO8RsXdakcRd7C46qFb5O4","Stavebná firma"
"Obkladačské práce FR - Bratislava","5","55","Zuzany Chalupovej 8","Bratislava-V",,"SK","https://www.obkladacskepracefr.sk/","+421 944 507 212","Dodávateľ stavebných materiálov",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Obklada%C4%8Dsk%C3%A9%20pr%C3%A1ce%20FR%20-%20Bratislava&query_place_id=ChIJZWjZsJyJbEcRK_z5B5rrz_M","Dodávateľ stavebných materiálov"
"Obkladač Žilina","5","1","Slovenských dobrovoľníkov 119","Budatín, Žilina",,"SK",,"+421 917 842 510","Stavebná firma",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Obklada%C4%8D%20%C5%BDilina&query_place_id=ChIJnUDAQ6BdFEcRhSD8_hDYm88","Stavebná firma"
"Váš Obkladač","5","8","Pod lesom 24","Ľubica",,"SK","https://vasobkladac.sk/","+421 907 665 156","Dodávateľ dlaždíc",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=V%C3%A1%C5%A1%20Obklada%C4%8D&query_place_id=ChIJM4kyOhc_PkcROr5iDjjKsHU","Dodávateľ dlaždíc"
"Dobrý obkladač","5","2","31","Kapušany",,"SK","http://dobryobkladac.sk/kontakt/","+421 902 757 783",,,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Dobr%C3%BD%20obklada%C4%8D&query_place_id=ChIJoV17EVfwPkcRLzSFifvRa3k",
"Obkladačské práce-Nitriansky kraj","5","2","Meštianska","Komárno",,"SK",,"+421 915 327 054","Dodávateľ obloženia",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Obklada%C4%8Dsk%C3%A9%20pr%C3%A1ce-Nitriansky%20kraj&query_place_id=ChIJ66Xuhhita0cRfVgOe72wXOE","Dodávateľ obloženia"
"Obkladačské práce - Aleksandr Skakun",,,"Novomestská 9","Nové Zámky",,"SK",,"+421 951 240 144","Stavebné služby",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Obklada%C4%8Dsk%C3%A9%20pr%C3%A1ce%20-%20Aleksandr%20Skakun&query_place_id=ChIJQxAtNy4Ba0cRAWzGqtNF6Fw","Stavebné služby"
"DUKEMONT","5","13","Čajkovského 16","Nitra",,"SK","https://dukemont-obkladac.sk/","+421 903 112 465","Stavebné služby",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=DUKEMONT&query_place_id=ChIJKwV3eefjakcR6TxKLJ-FduE","Stavebné služby"
